id,kanji,english_meaning,readings_kana,reading_count,introduced_level,compound_count,compound_refs
N1_K0634,洞,cave,どう | ほら,2,N1,2,N1_V0245 N1_V0618
N1_K0635,狩,hunt,しゅ | かる | かり,3,N1,1,N1_V0619
N1_K0636,陛,imperial steps,へい,1,N1,1,N1_V0620
N1_K0637,磁,magnetism,じ,1,N1,1,N1_V0621
N1_K0638,潔,clean; pure,けつ | いさぎよい,2,N1,1,N1_V0622
N1_K0639,膜,membrane,まく,1,N1,1,N1_V0623
N1_K0640,乏,scarce,ぼう | とぼしい,2,N1,1,N1_V0624
N1_K0641,祥,auspicious,しょう,1,N1,1,N1_V0625
N1_K0642,曽,formerly,そう,1,N1,1,N1_V0626
N1_K0643,舗,shop; pavement,ほ,1,N1,1,N1_V0627
N1_K0644,抽,extract,ちゅう,1,N1,1,N1_V0628
N1_K0645,睡,sleep,すい,1,N1,1,N1_V0629
N1_K0646,賭,gamble,と | かける,2,N1,1,N1_V0630
N1_K0647,括,bundle; summarize,かつ,1,N1,1,N1_V0631
N1_K0648,貢,tribute; contribute,こう | みつぐ,2,N1,1,N1_V0373
N1_K0649,犠,sacrifice,ぎ,1,N1,1,N1_V0632
N1_K0650,粗,coarse; rough,そ | あらい,2,N1,1,N1_V0633
N1_K0651,卑,lowly; base,ひ | いやしい | いやしむ | いやしめる,4,N1,1,N1_V0634
N1_K0652,貼,stick; paste,ちょう | はる,2,N1,1,N1_V0635
N1_K0653,拉,kidnap; pull,ら,1,N1,1,N1_V0636
N1_K0654,牲,sacrifice; animal,せい,1,N1,1,N1_V0632
N1_K0655,帆,sail,はん | ほ,2,N1,1,N1_V0637
N1_K0656,挿,insert,そう | さす,2,N1,1,N1_V0638
N1_K0657,翻,turn over; translate,ほん | ひるがえる | ひるがえす,3,N1,2,N1_V0120 N1_V0847
N1_K0658,羊,sheep,よう | ひつじ,2,N1,1,N1_V0639
N1_K0659,枕,pillow,まくら,1,N1,1,N1_V0640
N1_K0660,錯,confused; mix,さく,1,N1,1,N1_V0641
N1_K0661,謙,humble,けん,1,N1,2,N1_V0642 N1_V1013
N1_K0662,珠,pearl; bead,しゅ,1,N1,1,N1_V0643
N1_K0663,蓄,store; accumulate,ちく | たくわえる,2,N1,1,N1_V0644
N1_K0664,拓,open land; expand,たく,1,N1,1,N1_V0645
N1_K0665,鼓,drum;鼓舞,こ | つずみ,2,N1,1,N1_V0646
N1_K0666,粋,chic; essence,すい | いき,2,N1,1,N1_V0647
N1_K0667,尉,officer rank,い,1,N1,1,N1_V0648
N1_K0668,后,empress,こう,1,N1,1,N1_V0649
N1_K0669,粘,sticky,ねん | ねばる,2,N1,2,N1_V0623 N1_V0650
N1_K0670,披,expose; open,ひ,1,N1,1,N1_V0651
N1_K0671,徐,slowly,じょ,1,N1,1,N1_V0652
N1_K0672,悦,joy,えつ,1,N1,1,N1_V0653
N1_K0673,堪,endure,かん | たえる,2,N1,1,N1_V0654
N1_K0674,冠,crown,かん | かんむり,2,N1,1,N1_V0655
N1_K0675,愉,pleasant,ゆ,1,N1,1,N1_V0656
N1_K0676,尿,urine,にょう,1,N1,1,N1_V0657
N1_K0677,顎,jaw,がく | あご,2,N1,1,N1_V0658
N1_K0678,誓,vow,せい | ちかう,2,N1,1,N1_V0659
N1_K0679,憂,grief; anxiety,ゆう | うれえる | うれい | うい,4,N1,1,N1_V0660
N1_K0680,簿,register; ledger,ぼ,1,N1,1,N1_V0661
N1_K0681,糧,food; provisions,りょう | かて,2,N1,1,N1_V0662
N1_K0682,架,rack;架橋,か | かける | かかる,3,N1,1,N1_V0663
N1_K0683,芽,bud; sprout,が | め,2,N1,1,N1_V0664
N1_K0684,軸,axis; shaft,じく,1,N1,1,N1_V0665
N1_K0685,苛,harsh; torment,か,1,N1,1,N1_V0666
N1_K0686,蓋,lid; cover,がい | ふた,2,N1,1,N1_V0667
N1_K0687,盆,tray; Bon festival,ぼん,1,N1,1,N1_V0668
N1_K0688,凶,bad luck,きょう,1,N1,1,N1_V0669
N1_K0689,妃,princess; consort,ひ,1,N1,1,N1_V0670
N1_K0690,庶,common; various,しょ,1,N1,1,N1_V0671
N1_K0691,秩,order;秩序,ちつ,1,N1,1,N1_V0672
N1_K0692,裾,hem,すそ,1,N1,1,N1_V0673
N1_K0693,幽,faint; secluded,ゆう,1,N1,1,N1_V0674
N1_K0694,凡,ordinary,ぼん,1,N1,2,N1_V0675 N1_V1001
N1_K0695,漠,vague; desert,ばく,1,N1,2,N1_V0358 N1_V0676
N1_K0696,拙,clumsy,せつ | つたない,2,N1,1,N1_V0677
N1_K0697,恒,constant,こう,1,N1,1,N1_V0678
N1_K0698,暦,calendar,れき | こよみ,2,N1,1,N1_V0679
N1_K0699,腫,swelling; tumor,しゅ | はれる | はらす,3,N1,1,N1_V0680
N1_K0700,峠,mountain pass,とうげ,1,N1,1,N1_V0681
N1_K0701,宰,oversee; minister,さい,1,N1,1,N1_V0682
N1_K0702,蛮,barbarian; savage,ばん,1,N1,1,N1_V0683
N1_K0703,窮,distress; cornered,きゅう | きわめる | きわまる,3,N1,1,N1_V0684
N1_K0704,擦,rub,さつ | する | すれる,3,N1,1,N1_V0355
N1_K0705,爪,claw; nail,つめ,1,N1,1,N1_V0685
N1_K0706,稚,young; immature,ち,1,N1,1,N1_V0686
N1_K0707,辱,humiliate,じょく | はずかしめる,2,N1,2,N1_V0687 N1_V0895
N1_K0708,嵐,storm,あらし,1,N1,1,N1_V0688
N1_K0709,憤,indignation,ふん | いきどおる,2,N1,1,N1_V0689
N1_K0710,癒,heal,ゆ | いえる | いやす,3,N1,1,N1_V0690
N1_K0711,鬱,gloom; depression,うつ,1,N1,1,N1_V0660
N1_K0712,疎,sparse;疎外,そ | うとい | うとむ,3,N1,1,N1_V0691
N1_K0713,雰,atmosphere element,ふん,1,N1,1,N1_V0692
N1_K0714,彰,make clear; praise,しょう,1,N1,1,N1_V0693
N1_K0715,肺,lung,はい,1,N1,1,N1_V0694
N1_K0716,傑,great; outstanding,けつ,1,N1,1,N1_V0695
N1_K0717,拘,restrain; arrest,こう,1,N1,1,N1_V0696
N1_K0718,頻,frequent,ひん,1,N1,1,N1_V0697
N1_K0719,緯,latitude; weft,い,1,N1,1,N1_V0698
N1_K0720,妖,bewitching; supernatural,よう | あやしい,2,N1,1,N1_V0699
N1_K0721,豚,pig,とん | ぶた,2,N1,1,N1_V0700
N1_K0722,藍,indigo,らん | あい,2,N1,1,N1_V0701
N1_K0723,矛,spear,む | ほこ,2,N1,1,N1_V0602
N1_K0724,鍛,forge; train,たん | きたえる,2,N1,1,N1_V0702
N1_K0725,繊,fine; fiber,せん,1,N1,1,N1_V0703
N1_K0726,縫,sew,ほう | ぬう,2,N1,1,N1_V0704
N1_K0727,把,grasp; bundle,は,1,N1,1,N1_V0705
N1_K0728,楼,tower,ろう,1,N1,1,N1_V0706
N1_K0729,捉,catch; grasp,そく | とらえる,2,N1,1,N1_V0707
N1_K0730,漬,pickle; soak,つける | つかる,2,N1,1,N1_V0708
N1_K0731,紳,gentleman,しん,1,N1,1,N1_V0709
N1_K0732,飽,satiated; bored,ほう | あきる | あかす,3,N1,1,N1_V0710
N1_K0733,宛,address; to,あてる,1,N1,1,N1_V0711
N1_K0734,閥,clique,ばつ,1,N1,1,N1_V0712
N1_K0735,旋,rotate,せん,1,N1,1,N1_V0713
N1_K0736,坪,tsubo measure,つぼ,1,N1,1,N1_V0714
N1_K0737,崖,cliff,がい | がけ,2,N1,1,N1_V0715
N1_K0738,叱,scold,しつ | しかる,2,N1,1,N1_V0716
N1_K0739,鶏,chicken,けい | にわとり,2,N1,1,N1_V0717
N1_K0740,峡,gorge,きょう,1,N1,1,N1_V0718
N1_K0741,溝,ditch; groove,こう | みぞ,2,N1,1,N1_V0719
N1_K0742,朴,simple; plain,ぼく,1,N1,1,N1_V0720
N1_K0743,軌,track; orbit,き,1,N1,1,N1_V0721
N1_K0744,瓦,tile,が | かわら,2,N1,1,N1_V0722
N1_K0745,喪,mourning; loss,そう | も,2,N1,1,N1_V0723
N1_K0746,墨,ink,ぼく | すみ,2,N1,1,N1_V0724
N1_K0747,疫,epidemic,えき,1,N1,1,N1_V0725
N1_K0748,遍,everywhere; times,へん,1,N1,1,N1_V0726
N1_K0749,濁,muddy; voiced,だく | にごる | にごす,3,N1,1,N1_V0727
N1_K0750,扇,fan,せん | おうぎ,2,N1,1,N1_V0728
N1_K0751,拳,fist,けん | こぶし,2,N1,1,N1_V0729
N1_K0752,乙,second; strange,おつ,1,N1,1,N1_V0730
N1_K0753,酵,fermentation,こう,1,N1,1,N1_V0731
N1_K0754,堤,embankment,てい | つつみ,2,N1,1,N1_V0732
N1_K0755,阻,obstruct,そ | はばむ,2,N1,1,N1_V0733
N1_K0756,桑,mulberry,そう | くわ,2,N1,1,N1_V0734
N1_K0757,虜,captive,りょ,1,N1,1,N1_V0735
N1_K0758,乞,beg,こう,1,N1,1,N1_V0736
N1_K0759,恭,respectful,きょう | うやうやしい,2,N1,1,N1_V0737
N1_K0760,鐘,bell,しょう | かね,2,N1,1,N1_V0738
N1_K0761,剰,surplus,じょう,1,N1,1,N1_V0739
N1_K0762,慈,mercy,じ | いつくしむ,2,N1,1,N1_V0740
N1_K0763,径,diameter; path,けい,1,N1,1,N1_V0741
N1_K0764,培,cultivate,ばい | つちかう,2,N1,1,N1_V0742
N1_K0765,擁,embrace; support,よう,1,N1,1,N1_V0743
N1_K0766,郭,enclosure,かく,1,N1,1,N1_V0744
N1_K0767,呪,curse,じゅ | のろう,2,N1,1,N1_V0745
N1_K0768,砕,shatter,さい | くだく | くだける,3,N1,1,N1_V0746
N1_K0769,汰,select; wash away,た,1,N1,1,N1_V0747
N1_K0770,勃,rise suddenly,ぼつ,1,N1,1,N1_V0748
N1_K0771,翁,old man,おう,1,N1,1,N1_V0749
N1_K0772,絹,silk,けん | きぬ,2,N1,1,N1_V0750
N1_K0773,譜,music score; genealogy,ふ,1,N1,1,N1_V0751
N1_K0774,陵,mausoleum; hill,りょう | みささぎ,2,N1,1,N1_V0424
N1_K0775,痴,foolish;痴呆,ち,1,N1,2,N1_V0282 N1_V0752
N1_K0776,笛,flute,てき | ふえ,2,N1,1,N1_V0753
N1_K0777,昧,obscure,まい,1,N1,1,N1_V0754
N1_K0778,訟,lawsuit,しょう,1,N1,1,N1_V0191
N1_K0779,唾,saliva,だ | つば,2,N1,1,N1_V0755
N1_K0780,肪,fat,ぼう,1,N1,1,N1_V0756
N1_K0781,塀,wall,へい,1,N1,1,N1_V0757
N1_K0782,碁,Go game,ご,1,N1,1,N1_V0758
N1_K0783,敢,daring,かん,1,N1,1,N1_V0759
N1_K0784,塁,base; fort,るい,1,N1,1,N1_V0760
N1_K0785,暁,dawn,ぎょう | あかつき,2,N1,1,N1_V0761
N1_K0786,胴,trunk; torso,どう,1,N1,1,N1_V0762
N1_K0787,謡,chant; song,よう | うたい | うたう,3,N1,1,N1_V0763
N1_K0788,飢,hunger,き | うえる,2,N1,1,N1_V0764
N1_K0789,欄,column; rail,らん,1,N1,1,N1_V0765
N1_K0790,艶,gloss; charm,えん | つや,2,N1,1,N1_V0766
N1_K0791,痕,mark; scar,こん | あと,2,N1,2,N1_V0685 N1_V0767
N1_K0792,怠,neglect,たい | おこたる | なまける,3,N1,2,N1_V0768 N1_V1054
N1_K0793,欺,deceive,ぎ | あざむく,2,N1,1,N1_V0769
N1_K0794,弦,string; chord,げん | つる,2,N1,1,N1_V0770
N1_K0795,泡,bubble,ほう | あわ,2,N1,1,N1_V0771
N1_K0796,諦,give up; truth,てい | あきらめる,2,N1,1,N1_V0772
N1_K0797,伐,cut down,ばつ,1,N1,1,N1_V0773
N1_K0798,餅,rice cake,へい | もち,2,N1,1,N1_V0774
N1_K0799,寮,dormitory,りょう,1,N1,1,N1_V0775
N1_K0800,厄,misfortune,やく,1,N1,1,N1_V0776
N1_K0801,奔,run wildly,ほん,1,N1,1,N1_V0777
N1_K0802,瞳,pupil of eye,どう | ひとみ,2,N1,1,N1_V0778
N1_K0803,昆,descendants; insect element,こん,1,N1,1,N1_V0779
N1_K0804,椎,chinquapin; vertebra,つい,1,N1,1,N1_V0780
N1_K0805,懇,cordial; earnest,こん | ねんごろ,2,N1,1,N1_V0781
N1_K0806,唄,song,うた | ばい,2,N1,1,N1_V0782
N1_K0807,渦,whirlpool,か | うず,2,N1,1,N1_V0783
N1_K0808,襟,collar,きん | えり,2,N1,1,N1_V0784
N1_K0809,吟,chant;吟味,ぎん,1,N1,1,N1_V0785
N1_K0810,覇,supremacy,は,1,N1,1,N1_V0786
N1_K0811,衡,balance,こう,1,N1,1,N1_V0787
N1_K0812,呈,present; display,てい,1,N1,1,N1_V0788
N1_K0813,隙,gap,げき | すき,2,N1,1,N1_V0789
N1_K0814,淫,lewd; excessive,いん | みだら,2,N1,1,N1_V0790
N1_K0815,娠,pregnancy,しん,1,N1,1,N1_V0579
N1_K0816,循,circulate; follow,じゅん,1,N1,1,N1_V0791
N1_K0817,懲,punish; chastise,ちょう | こりる | こらす | こらしめる,4,N1,1,N1_V0792
N1_K0818,錦,brocade,きん | にしき,2,N1,1,N1_V0793
N1_K0819,猟,hunt,りょう,1,N1,1,N1_V0619
N1_K0820,幣,currency; offering,へい,1,N1,1,N1_V0794
N1_K0821,附,attach;附属,ふ,1,N1,1,N1_V0795
N1_K0822,箇,counter; item,か,1,N1,1,N1_V0796
N1_K0823,醜,ugly,しゅう | みにくい,2,N1,1,N1_V0797
N1_K0824,箸,chopsticks,はし,1,N1,1,N1_V0798
N1_K0825,戚,relative; grief,せき,1,N1,1,N1_V0799
N1_K0826,喚,call; shout,かん,1,N1,1,N1_V0800
N1_K0827,紺,dark blue,こん,1,N1,1,N1_V0801
N1_K0828,某,certain; some,ぼう,1,N1,1,N1_V0802
N1_K0829,鋼,steel,こう | はがね,2,N1,1,N1_V0803
N1_K0830,褒,praise,ほう | ほめる,2,N1,1,N1_V0804
N1_K0831,赴,proceed; go to,ふ | おもむく,2,N1,1,N1_V0805
N1_K0832,媒,mediate; medium,ばい,1,N1,1,N1_V0806
N1_K0833,妬,jealous,と | ねたむ,2,N1,1,N1_V0807
N1_K0834,遮,block; intercept,しゃ | さえぎる,2,N1,1,N1_V0808
N1_K0835,窯,kiln,よう | かま,2,N1,1,N1_V0809
N1_K0836,侯,marquis; lord,こう,1,N1,1,N1_V0810
N1_K0837,釜,kettle,かま,1,N1,1,N1_V0811
N1_K0838,茎,stem,けい | くき,2,N1,1,N1_V0812
N1_K0839,蔑,despise,べつ | さげすむ,2,N1,1,N1_V0813
N1_K0840,嗅,smell; sniff,きゅう | かぐ,2,N1,1,N1_V0814
N1_K0841,壌,soil,じょう,1,N1,1,N1_V0815
N1_K0842,蜜,honey,みつ,1,N1,1,N1_V0816
N1_K0843,尼,nun,に | あま,2,N1,1,N1_V0817
N1_K0844,肢,limb,し,1,N1,1,N1_V0818
N1_K0845,赦,pardon,しゃ,1,N1,1,N1_V0819
N1_K0846,酬,repay; reward,しゅう,1,N1,1,N1_V0820
N1_K0847,戴,receive humbly; crown,たい,1,N1,1,N1_V0821
N1_K0848,詠,compose; recite,えい | よむ,2,N1,1,N1_V0822
N1_K0849,斗,measure; ladle,と,1,N1,1,N1_V0823
N1_K0850,宜,suitable,ぎ,1,N1,1,N1_V0824
N1_K0851,殻,shell,かく | から,2,N1,1,N1_V0825
N1_K0852,墳,mound; tomb,ふん,1,N1,1,N1_V0826
N1_K0853,炊,cook rice,すい | たく,2,N1,1,N1_V0827
N1_K0854,碑,monument,ひ,1,N1,1,N1_V0828
N1_K0855,痩,thin; lose weight,そう | やせる,2,N1,1,N1_V0829
N1_K0856,但,however,ただし,1,N1,1,N1_V0830
N1_K0857,奨,encourage,しょう,1,N1,1,N1_V0831
N1_K0858,践,practice; tread,せん,1,N1,1,N1_V0832
N1_K0859,滋,nourish,じ,1,N1,1,N1_V0833
N1_K0860,儒,Confucian,じゅ,1,N1,1,N1_V0834
N1_K0861,薦,recommend,せん | すすめる,2,N1,1,N1_V0104
N1_K0862,怨,resentment,えん | おん,2,N1,1,N1_V0568
N1_K0863,栽,plant; cultivate,さい,1,N1,1,N1_V0742
N1_K0864,刈,cut; reap,かる,1,N1,1,N1_V0835
N1_K0865,閑,leisure; quiet,かん,1,N1,1,N1_V0836
N1_K0866,錠,lock; tablet,じょう,1,N1,1,N1_V0837
N1_K0867,扶,help; support,ふ,1,N1,1,N1_V0838
N1_K0868,妥,proper; compromise,だ,1,N1,1,N1_V0839
N1_K0869,妨,hinder,ぼう | さまたげる,2,N1,1,N1_V0840
N1_K0870,醒,awaken; sober,せい,1,N1,1,N1_V0841
N1_K0871,詣,visit a shrine,けい | もうでる,2,N1,1,N1_V0842
N1_K0872,胎,womb; fetus,たい,1,N1,1,N1_V0843
N1_K0873,窟,cave,くつ,1,N1,1,N1_V0618
N1_K0874,巾,cloth; width,きん,1,N1,1,N1_V0844
N1_K0875,蜂,bee,ほう | はち,2,N1,1,N1_V0816
N1_K0876,忌,mourning; avoid,き | いむ | いまわしい,3,N1,1,N1_V0845
N1_K0877,骸,bone; corpse,がい,1,N1,1,N1_V0846
N1_K0878,弄,play with; tamper,ろう | もてあそぶ,2,N1,1,N1_V0847
N1_K0879,嫉,jealous,しつ,1,N1,1,N1_V0807
N1_K0880,粛,solemn; purge,しゅく,1,N1,1,N1_V0848
N1_K0881,罵,abuse verbally,ば | ののしる,2,N1,1,N1_V0849
N1_K0882,囚,prisoner,しゅう,1,N1,1,N1_V0850
N1_K0883,鉛,lead metal,えん | なまり,2,N1,2,N1_V0851 N1_V0873
N1_K0884,搭,board; load,とう,1,N1,1,N1_V0852
N1_K0885,諭,admonish; explain,ゆ | さとす,2,N1,1,N1_V0853
N1_K0886,璧,jade disk; perfection,へき,1,N1,1,N1_V0854
N1_K0887,阜,hill; mound,ふ,1,N1,1,N1_V0855
N1_K0888,喝,shout;喝采,かつ,1,N1,1,N1_V0856
N1_K0889,享,enjoy; receive,きょう,1,N1,1,N1_V0857
N1_K0890,騰,rise; soar,とう,1,N1,1,N1_V0858
N1_K0891,嗣,heir; successor,し,1,N1,1,N1_V0859
N1_K0892,勅,imperial order,ちょく,1,N1,1,N1_V0860
N1_K0893,篤,sincere; serious,とく,1,N1,1,N1_V0861
N1_K0894,勲,merit,くん,1,N1,1,N1_V0862
N1_K0895,埼,cape;崎,さい,1,N1,1,N1_V0863
N1_K0896,伎,deed; skill,き,1,N1,1,N1_V0864
N1_K0897,曖,unclear,あい,1,N1,1,N1_V0754
N1_K0898,詐,deceive,さ,1,N1,1,N1_V0769
N1_K0899,餌,bait; feed,じ | えさ | え,3,N1,1,N1_V0865
N1_K0900,岬,cape,みさき,1,N1,1,N1_V0866
N1_K0901,暫,briefly,ざん,1,N1,1,N1_V0867
N1_K0902,爽,refreshing,そう | さわやか,2,N1,1,N1_V0868
N1_K0903,肖,resemblance,しょう,1,N1,1,N1_V0869
N1_K0904,詮,discussion; result,せん,1,N1,1,N1_V0870
N1_K0905,諾,consent,だく,1,N1,1,N1_V0871
N1_K0906,柿,persimmon,かき,1,N1,1,N1_V0872
N1_K0907,芯,core,しん,1,N1,1,N1_V0873
N1_K0908,綻,come apart,たん | ほころびる,2,N1,1,N1_V0874
N1_K0909,訂,revise,てい,1,N1,1,N1_V0875
N1_K0910,汽,steam,き,1,N1,2,N1_V0753 N1_V0876
N1_K0911,薫,fragrance,くん | かおる,2,N1,1,N1_V0877
N1_K0912,隷,slave,れい,1,N1,1,N1_V0285
N1_K0913,俵,straw bag,ひょう | たわら,2,N1,1,N1_V0878
N1_K0914,遷,transition; move,せん,1,N1,1,N1_V0879
N1_K0915,枢,hinge; center,すう,1,N1,1,N1_V0880
N1_K0916,肘,elbow,ひじ,1,N1,1,N1_V0881
N1_K0917,麓,foot of mountain,ろく | ふもと,2,N1,1,N1_V0882
N1_K0918,憧,long for,しょう | あこがれる,2,N1,1,N1_V0883
N1_K0919,帥,commander,すい,1,N1,1,N1_V0884
N1_K0920,漆,lacquer,しつ | うるし,2,N1,1,N1_V0885
N1_K0921,酌,pour sake; consider,しゃく | くむ,2,N1,1,N1_V0886
N1_K0922,頓,sudden; immediately,とん,1,N1,1,N1_V0887
N1_K0923,賠,compensate,ばい,1,N1,1,N1_V0459
N1_K0924,渇,thirst,かつ | かわく,2,N1,1,N1_V0888
N1_K0925,慕,adore,ぼ | したう,2,N1,1,N1_V0889
N1_K0926,婿,son-in-law; groom,せい | むこ,2,N1,1,N1_V0890
N1_K0927,妄,reckless; delusion,もう | ぼう,2,N1,1,N1_V0891
N1_K0928,慨,lament,がい,1,N1,2,N1_V0689 N1_V0892
N1_K0929,匿,hide,とく,1,N1,1,N1_V0893
N1_K0930,渓,valley; stream,けい,1,N1,1,N1_V0894
N1_K0931,侮,despise,ぶ | あなどる,2,N1,1,N1_V0895
N1_K0932,髄,marrow,ずい,1,N1,2,N1_V0896 N1_V1036
N1_K0933,穀,grain,こく,1,N1,1,N1_V0897
N1_K0934,薪,firewood,しん | たきぎ,2,N1,1,N1_V0898
N1_K0935,轄,control; jurisdiction,かつ,1,N1,1,N1_V0899
N1_K0936,洪,flood,こう,1,N1,1,N1_V0900
N1_K0937,牙,fang,が | きば,2,N1,1,N1_V0901
N1_K0938,咽,throat,いん,1,N1,2,N1_V0496 N1_V0902
N1_K0939,迅,swift,じん,1,N1,1,N1_V0903
N1_K0940,該,that; applicable,がい,1,N1,1,N1_V0904
N1_K0941,逐,pursue; one by one,ちく,1,N1,1,N1_V0905
N1_K0942,嘲,ridicule,ちょう | あざける,2,N1,1,N1_V0906
N1_K0943,墜,fall; crash,つい,1,N1,1,N1_V0907
N1_K0944,臆,cowardly; conjecture,おく,1,N1,1,N1_V0908
N1_K0945,餓,starve,が,1,N1,1,N1_V0764
N1_K0946,挫,crush; fail,ざ,1,N1,3,N1_V0887 N1_V0909 N1_V0973
N1_K0947,錬,refine; train,れん,1,N1,1,N1_V0702
N1_K0948,桟,platform; pier,さん,1,N1,1,N1_V0910
N1_K0949,溺,drown,でき | おぼれる,2,N1,1,N1_V0911
N1_K0950,賄,bribe; provide,わい | まかなう,2,N1,1,N1_V0912
N1_K0951,盲,blind,もう,1,N1,1,N1_V0913
N1_K0952,鯨,whale,げい | くじら,2,N1,1,N1_V0914
N1_K0953,侶,companion,りょ,1,N1,1,N1_V0258
N1_K0954,艇,small boat,てい,1,N1,1,N1_V0915
N1_K0955,丼,bowl,どんぶり,1,N1,1,N1_V0916
N1_K0956,堕,fall; degenerate,だ,1,N1,1,N1_V0917
N1_K0957,瘍,ulcer,よう,1,N1,2,N1_V0539 N1_V0680
N1_K0958,槽,vat; tank,そう,1,N1,1,N1_V0918
N1_K0959,憩,rest,けい | いこい | いこう,3,N1,1,N1_V0919
N1_K0960,僅,slight; few,きん | わずか,2,N1,1,N1_V0920
N1_K0961,閲,review; inspect,えつ,1,N1,1,N1_V0921
N1_K0962,柵,fence,さく,1,N1,1,N1_V0922
N1_K0963,畔,ridge; shore,はん,1,N1,1,N1_V0923
N1_K0964,睦,intimate; harmonious,ぼく,1,N1,1,N1_V0924
N1_K0965,唆,tempt; instigate,さ | そそのかす,2,N1,1,N1_V0925
N1_K0966,悼,mourn,とう | いたむ,2,N1,1,N1_V0428
N1_K0967,吏,official,り,1,N1,1,N1_V0926
N1_K0968,穫,harvest,かく,1,N1,1,N1_V0927
N1_K0969,酢,vinegar,さく | す,2,N1,1,N1_V0928
N1_K0970,賜,grant; gift,し | たまわる,2,N1,1,N1_V0929
N1_K0971,腎,kidney,じん,1,N1,1,N1_V0930
N1_K0972,梗,stem; obstruction,こう,1,N1,1,N1_V0931
N1_K0973,瑠,lapis element,る,1,N1,1,N1_V0932
N1_K0974,羨,envy,せん | うらやむ | うらやましい,3,N1,1,N1_V0933
N1_K0975,搬,carry,はん,1,N1,1,N1_V0934
N1_K0976,剖,dissect,ぼう,1,N1,1,N1_V0935
N1_K0977,酎,distilled liquor,ちゅう,1,N1,1,N1_V0936
N1_K0978,畿,capital region,き,1,N1,1,N1_V0937
N1_K0979,宵,evening,しょう | よい,2,N1,1,N1_V0938
N1_K0980,拐,kidnap,かい,1,N1,1,N1_V0939
N1_K0981,醸,brew; foster,じょう | かもす,2,N1,1,N1_V0940
N1_K0982,猶,still; further,ゆう,1,N1,1,N1_V0941
N1_K0983,諮,consult,し | はかる,2,N1,1,N1_V0942
N1_K0984,畏,fear; respect,い | おそれる,2,N1,1,N1_V0943
N1_K0985,泌,secrete,ひつ | ひ,2,N1,1,N1_V0944
N1_K0986,愁,sorrow,しゅう | うれえる | うれい,3,N1,1,N1_V0945
N1_K0987,逝,die; depart,せい | ゆく | いく,3,N1,1,N1_V0946
N1_K0988,朽,decay,きゅう | くちる,2,N1,1,N1_V0947
N1_K0989,硫,sulfur,りゅう,1,N1,1,N1_V0948
N1_K0990,瞭,clear,りょう,1,N1,1,N1_V0949
N1_K0991,擬,imitate; pseudo-,ぎ,1,N1,1,N1_V0950
N1_K0992,叙,describe; confer,じょ,1,N1,1,N1_V0951
N1_K0993,弊,harm;弊害,へい,1,N1,1,N1_V0952
N1_K0994,累,accumulate; involve,るい,1,N1,1,N1_V0953
N1_K0995,煩,trouble; vex,はん | わずらう | わずらわす,3,N1,1,N1_V0954
N1_K0996,踪,trace,そう,1,N1,1,N1_V0955
N1_K0997,藻,seaweed,そう | も,2,N1,1,N1_V0956
N1_K0998,蚊,mosquito,か,1,N1,1,N1_V0957
N1_K0999,栃,horse chestnut,とち,1,N1,1,N1_V0958
N1_K1000,且,also; moreover,かつ,1,N1,1,N1_V0959
N1_K1001,鋳,cast metal,ちゅう | いる,2,N1,1,N1_V0960
N1_K1002,蔽,cover; conceal,へい,1,N1,1,N1_V0961
N1_K1003,茨,thorn,いばら,1,N1,1,N1_V0962
N1_K1004,棺,coffin,かん,1,N1,1,N1_V0963
N1_K1005,慄,shudder,りつ,1,N1,1,N1_V0964
N1_K1006,傲,proud; arrogant,ごう,1,N1,1,N1_V0965
N1_K1007,硝,nitrate,しょう,1,N1,1,N1_V0966
N1_K1008,舶,ship,はく,1,N1,1,N1_V0967
N1_K1009,租,tax; rent,そ,1,N1,1,N1_V0968
N1_K1010,倣,imitate,ほう | ならう,2,N1,1,N1_V0969
N1_K1011,謹,respectful; careful,きん | つつしむ,2,N1,1,N1_V0970
N1_K1012,抹,rub; erase,まつ,1,N1,1,N1_V0971
N1_K1013,虹,rainbow,にじ,1,N1,1,N1_V0972
N1_K1014,捻,twist,ねん | ひねる,2,N1,1,N1_V0973
N1_K1015,娯,recreation,ご,1,N1,1,N1_V0974
N1_K1016,臼,mortar,きゅう | うす,2,N1,1,N1_V0975
N1_K1017,喩,metaphor,ゆ,1,N1,1,N1_V0976
N1_K1018,萎,wither,い | なえる,2,N1,1,N1_V0977
N1_K1019,蛍,firefly,けい | ほたる,2,N1,1,N1_V0978
N1_K1020,窒,choke; nitrogen element,ちつ,1,N1,1,N1_V0979
N1_K1021,腺,gland,せん,1,N1,1,N1_V0980
N1_K1022,桁,beam; digit,けた,1,N1,1,N1_V0981
N1_K1023,玩,play; toy,がん,1,N1,1,N1_V0982
N1_K1024,冶,smelting,や,1,N1,1,N1_V0983
N1_K1025,羞,shame,しゅう,1,N1,1,N1_V0984
N1_K1026,栓,stopper,せん,1,N1,1,N1_V0985
N1_K1027,惧,fear,ぐ,1,N1,1,N1_V0986
N1_K1028,寡,few; widow,か,1,N1,1,N1_V0987
N1_K1029,畝,furrow; area unit,うね,1,N1,1,N1_V0988
N1_K1030,淑,graceful; virtuous,しゅく,1,N1,1,N1_V0989
N1_K1031,嫡,legitimate heir,ちゃく,1,N1,1,N1_V0990
